1K	1R	st'	2K	2A	2W	2R	2H	2M	2B	2G	st''	->	opt_action
4		2		-		7		0		0		0		0		0		0		4		-		->		p1_R_Ge
4		2		-		7		0		0		0		0		0		0		5		-		->		p1_R_Ge
4		2		-		7		0		0		0		0		0		0		8		-		->		p1_K_G
4		2		-		7		0		0		0		0		0		2		0		-		->		p1_R_Be
4		2		-		7		0		0		0		0		0		3		0		-		->		p1_R_Be
4		2		-		7		0		0		0		0		0		4		0		-		->		p1_R_Be
4		2		-		7		0		0		0		0		0		6		0		-		->		p1_R_K
4		2		-		7		0		0		0		0		0		7		0		-		->		p1_R_K
4		2		-		7		0		0		0		0		0		10	0		-		->		p1_R_K
4		2		-		7		0		0		0		0		3		0		0		-		->		p1_R_Me
4		2		-		7		0		0		0		0		4		0		0		-		->		p1_R_Me
4		2		-		7		0		0		0		0		7		0		0		-		->		p1_R_M
4		2		-		7		0		0		0		1		0		0		0		-		->		p1_R_He
4		2		-		7		0		0		0		2		0		0		0		-		->		p1_R_He
4		2		-		7		0		0		0		3		0		0		0		-		->		p1_R_He
4		2		-		7		0		0		0		4		0		0		0		-		->		p1_R_He
4		2		-		7		0		0		0		5		0		0		0		-		->		p1_R_He
4		2		-		7		0		0		0		6		0		0		0		-		->		p1_K_K
4		2		-		7		0		0		0		7		0		0		0		-		->		p1_R_H
4		2		-		7		0		0		0		8		0		0		0		-		->		p1_K_H
4		2		-		7		0		0		0		9		0		0		0		-		->		p1_K_H
4		2		-		7		0		0		0		10	0		0		0		-		->		p1_K_H
4		2		-		7		0		1		0		0		0		0		0		-		->		p1_R_We
4		2		-		7		0		4		0		0		0		0		0		-		->		p1_R_We
4		2		-		7		0		5		0		0		0		0		0		-		->		p1_R_We
4		2		-		7		0		8		0		0		0		0		0		-		->		p1_K_W
4		2		-		7		1		0		0		0		0		0		0		-		->		p1_R_Ae
4		2		-		7		4		0		0		0		0		0		0		-		->		p1_R_Ae
4		2		-		7		5		0		0		0		0		0		0		-		->		p1_R_Ae
4		2		-		7		8		0		0		0		0		0		0		-		->		p1_K_A
4		2		-		8		0		0		0		0		0		0		0		-		->		p1_K_K
4		2		-		8		0		0		0		1		0		0		0		-		->		p1_R_He
4		2		-		8		0		0		0		2		0		0		0		-		->		p1_R_He
4		2		-		8		0		0		0		3		0		0		0		-		->		p1_R_He
4		2		-		8		0		0		0		4		0		0		0		-		->		p1_R_He
4		2		-		8		0		0		0		5		0		0		0		-		->		p1_R_He
4		2		-		8		0		0		0		6		0		0		0		-		->		p1_R_K
4		2		-		8		0		0		0		7		0		0		0		-		->		p1_K_H
4		2		-		8		0		0		0		8		0		0		0		-		->		p1_R_H
4		2		-		8		0		0		0		9		0		0		0		-		->		p1_K_H
4		2		-		8		0		0		0		10	0		0		0		-		->		p1_R_K
4		2		-		9		0		0		0		0		0		0		0		-		->		p1_K_K
4		2		-		9		0		0		0		1		0		0		0		-		->		p1_K_K
4		2		-		9		0		0		0		2		0		0		0		-		->		p1_K_K
4		2		-		9		0		0		0		3		0		0		0		-		->		p1_R_He
4		2		-		9		0		0		0		4		0		0		0		-		->		p1_R_He
4		2		-		9		0		0		0		5		0		0		0		-		->		p1_R_He
4		2		-		9		0		0		0		6		0		0		0		-		->		p1_K_K
4		2		-		9		0		0		0		7		0		0		0		-		->		p1_R_H
4		2		-		9		0		0		0		8		0		0		0		-		->		p1_R_H
4		2		-		9		0		0		0		9		0		0		0		-		->		p1_K_H
4		2		-		9		0		0		0		10	0		0		0		-		->		p1_K_K
4		2		-		10	0		0		0		0		0		0		0		-		->		p1_R_K
4		2		-		10	0		0		0		0		0		0		1		-		->		p1_R_Ge
4		2		-		10	0		0		0		0		0		0		4		-		->		p1_R_Ge
4		2		-		10	0		0		0		0		0		0		5		-		->		p1_R_Ge
4		2		-		10	0		0		0		0		0		0		8		-		->		p1_K_G
4		2		-		10	0		0		0		0		0		2		0		-		->		p1_R_Be
4		2		-		10	0		0		0		0		0		3		0		-		->		p1_R_Be
4		2		-		10	0		0		0		0		0		4		0		-		->		p1_R_Be
4		2		-		10	0		0		0		0		0		6		0		-		->		p1_R_B
4		2		-		10	0		0		0		0		0		7		0		-		->		p1_R_B
4		2		-		10	0		0		0		0		0		10	0		-		->		p1_R_K
4		2		-		10	0		0		0		0		3		0		0		-		->		p1_R_Me
4		2		-		10	0		0		0		0		4		0		0		-		->		p1_R_Me
4		2		-		10	0		0		0		0		7		0		0		-		->		p1_R_M
4		2		-		10	0		0		0		1		0		0		0		-		->		p1_R_He
4		2		-		10	0		0		0		2		0		0		0		-		->		p1_R_He
4		2		-		10	0		0		0		3		0		0		0		-		->		p1_R_He
4		2		-		10	0		0		0		4		0		0		0		-		->		p1_R_He
4		2		-		10	0		0		0		5		0		0		0		-		->		p1_R_He
4		2		-		10	0		0		0		6		0		0		0		-		->		p1_K_H
4		2		-		10	0		0		0		7		0		0		0		-		->		p1_R_H
4		2		-		10	0		0		0		8		0		0		0		-		->		p1_R_H
4		2		-		10	0		0		0		9		0		0		0		-		->		p1_K_H
4		2		-		10	0		0		0		10	0		0		0		-		->		p1_K_H
4		2		-		10	0		1		0		0		0		0		0		-		->		p1_R_We
4		2		-		10	0		4		0		0		0		0		0		-		->		p1_R_We
4		2		-		10	0		5		0		0		0		0		0		-		->		p1_R_We
4		2		-		10	0		8		0		0		0		0		0		-		->		p1_K_W
4		2		-		10	1		0		0		0		0		0		0		-		->		p1_R_Ae
4		2		-		10	4		0		0		0		0		0		0		-		->		p1_R_Ae
4		2		-		10	5		0		0		0		0		0		0		-		->		p1_R_Ae
4		2		-		10	8		0		0		0		0		0		0		-		->		p1_K_A
4		2		K		0		0		1		0		0		0		0		0		-		->		p1_R_We
4		2		K		0		0		1		0		0		0		0		1		-		->		p1_R_We
4		2		K		0		0		1		0		0		0		0		4		-		->		p1_R_We
4		2		K		0		0		1		0		0		0		0		5		-		->		p1_R_Ge
4		2		K		0		0		1		0		0		0		0		8		-		->		p1_R_We
4		2		K		0		0		1		0		0		0		2		0		-		->		p1_R_We
4		2		K		0		0		1		0		0		0		3		0		-		->		p1_R_We
4		2		K		0		0		1		0		0		0		4		0		-		->		p1_R_We
4		2		K		0		0		1		0		0		0		6		0		-		->		p1_R_We
4		2		K		0		0		1		0		0		0		7		0		-		->		p1_R_We
4		2		K		0		0		1		0		0		0		10	0		-		->		p1_R_We
4		2		K		0		0		1		0		0		3		0		0		-		->		p1_R_Me
4		2		K		0		0		1		0		0		4		0		0		-		->		p1_R_Me
4		2		K		0		0		1		0		0		7		0		0		-		->		p1_R_We
4		2		K		0		0		1		0		1		0		0		0		-		->		p1_R_We
4		2		K		0		0		1		0		2		0		0		0		-		->		p1_R_We
4		2		K		0		0		1		0		3		0		0		0		-		->		p1_R_He
4		2		K		0		0		1		0		4		0		0		0		-		->		p1_R_He
4		2		K		0		0		1		0		5		0		0		0		-		->		p1_R_He
4		2		K		0		0		1		0		6		0		0		0		-		->		p1_R_We
4		2		K		0		0		1		0		7		0		0		0		-		->		p1_R_We
4		2		K		0		0		1		0		8		0		0		0		-		->		p1_R_H
4		2		K		0		0		1		0		9		0		0		0		-		->		p1_R_We
4		2		K		0		0		1		0		10	0		0		0		-		->		p1_R_We
4		2		K		0		0		1		1		0		0		0		0		-		->		p1_R_We
4		2		K		0		0		1		4		0		0		0		0		-		->		p1_R_We
4		2		K		0		0		1		5		0		0		0		0		-		->		p1_R_Re
4		2		K		0		0		1		8		0		0		0		0		-		->		p1_R_We
4		2		K		0		0		2		0		0		0		0		0		-		->		p1_R_We
4		2		K		0		0		2		0		1		0		0		0		-		->		p1_R_We
4		2		K		0		0		2		0		2		0		0		0		-		->		p1_R_We
4		2		K		0		0		2		0		3		0		0		0		-		->		p1_R_He
4		2		K		0		0		2		0		4		0		0		0		-		->		p1_R_He
4		2		K		0		0		2		0		5		0		0		0		-		->		p1_R_He
4		2		K		0		0		2		0		6		0		0		0		-		->		p1_R_We
4		2		K		0		0		2		0		7		0		0		0		-		->		p1_R_We
4		2		K		0		0		2		0		8		0		0		0		-		->		p1_R_H
4		2		K		0		0		2		0		9		0		0		0		-		->		p1_R_We
4		2		K		0		0		2		0		10	0		0		0		-		->		p1_R_We
4		2		K		0		0		3		0		0		0		0		0		-		->		p1_R_We
4		2		K		0		0		3		0		1		0		0		0		-		->		p1_R_We
4		2		K		0		0		3		0		2		0		0		0		-		->		p1_R_We
4		2		K		0		0		3		0		3		0		0		0		-		->		p1_R_He
4		2		K		0		0		3		0		4		0		0		0		-		->		p1_R_He
4		2		K		0		0		3		0		5		0		0		0		-		->		p1_R_He
4		2		K		0		0		3		0		6		0		0		0		-		->		p1_R_We
4		2		K		0		0		3		0		7		0		0		0		-		->		p1_R_We
4		2		K		0		0		3		0		8		0		0		0		-		->		p1_R_H
4		2		K		0		0		3		0		9		0		0		0		-		->		p1_R_We
4		2		K		0		0		3		0		10	0		0		0		-		->		p1_R_We
4		2		K		0		0		4		0		0		0		0		0		-		->		p1_R_We
4		2		K		0		0		4		0		0		0		0		1		-		->		p1_R_We
4		2		K		0		0		4		0		0		0		0		4		-		->		p1_R_We
4		2		K		0		0		4		0		0		0		0		5		-		->		p1_R_Ge
4		2		K		0		0		4		0		0		0		0		8		-		->		p1_R_We
4		2		K		0		0		4		0		0		0		2		0		-		->		p1_R_We
4		2		K		0		0		4		0		0		0		3		0		-		->		p1_R_We
4		2		K		0		0		4		0		0		0		4		0		-		->		p1_R_We
4		2		K		0		0		4		0		0		0		6		0		-		->		p1_R_We
4		2		K		0		0		4		0		0		0		7		0		-		->		p1_R_We
4		2		K		0		0		4		0		0		0		10	0		-		->		p1_R_We
4		2		K		0		0		4		0		0		3		0		0		-		->		p1_R_Me
4		2		K		0		0		4		0		0		4		0		0		-		->		p1_R_Me
4		2		K		0		0		4		0		0		7		0		0		-		->		p1_R_We
4		2		K		0		0		4		0		1		0		0		0		-		->		p1_R_We
4		2		K		0		0		4		0		2		0		0		0		-		->		p1_R_We
4		2		K		0		0		4		0		3		0		0		0		-		->		p1_R_He
4		2		K		0		0		4		0		4		0		0		0		-		->		p1_R_He
4		2		K		0		0		4		0		5		0		0		0		-		->		p1_R_He
4		2		K		0		0		4		0		6		0		0		0		-		->		p1_R_We
4		2		K		0		0		4		0		7		0		0		0		-		->		p1_R_We
4		2		K		0		0		4		0		8		0		0		0		-		->		p1_R_We
4		2		K		0		0		4		0		9		0		0		0		-		->		p1_R_We
4		2		K		0		0		4		0		10	0		0		0		-		->		p1_R_We
4		2		K		0		0		4		1		0		0		0		0		-		->		p1_R_We
4		2		K		0		0		4		4		0		0		0		0		-		->		p1_R_We
4		2		K		0		0		4		5		0		0		0		0		-		->		p1_R_Re
4		2		K		0		0		4		8		0		0		0		0		-		->		p1_R_We
4		2		K		0		0		5		0		0		0		0		0		-		->		p1_R_We
4		2		K		0		0		5		0		0		0		0		1		-		->		p1_R_We
4		2		K		0		0		5		0		0		0		0		4		-		->		p1_R_We
4		2		K		0		0		5		0		0		0		0		5		-		->		p1_R_We
4		2		K		0		0		5		0		0		0		0		8		-		->		p1_R_We
4		2		K		0		0		5		0		0		0		2		0		-		->		p1_R_We
4		2		K		0		0		5		0		0		0		3		0		-		->		p1_R_We
4		2		K		0		0		5		0		0		0		4		0		-		->		p1_R_We
4		2		K		0		0		5		0		0		0		6		0		-		->		p1_R_We
4		2		K		0		0		5		0		0		0		7		0		-		->		p1_R_We
4		2		K		0		0		5		0		0		0		10	0		-		->		p1_R_We
4		2		K		0		0		5		0		0		3		0		0		-		->		p1_R_We
4		2		K		0		0		5		0		0		4		0		0		-		->		p1_R_We
4		2		K		0		0		5		0		0		7		0		0		-		->		p1_R_We
4		2		K		0		0		5		0		1		0		0		0		-		->		p1_R_We
4		2		K		0		0		5		0		2		0		0		0		-		->		p1_R_We
4		2		K		0		0		5		0		3		0		0		0		-		->		p1_R_We
4		2		K		0		0		5		0		4		0		0		0		-		->		p1_R_We
4		2		K		0		0		5		0		5		0		0		0		-		->		p1_R_We
4		2		K		0		0		5		0		6		0		0		0		-		->		p1_R_We
4		2		K		0		0		5		0		7		0		0		0		-		->		p1_R_We
4		2		K		0		0		5		0		8		0		0		0		-		->		p1_R_We
4		2		K		0		0		5		0		9		0		0		0		-		->		p1_R_We
4		2		K		0		0		5		0		10	0		0		0		-		->		p1_R_We
4		2		K		0		0		5		1		0		0		0		0		-		->		p1_R_We
4		2		K		0		0		5		4		0		0		0		0		-		->		p1_R_We
4		2		K		0		0		5		5		0		0		0		0		-		->		p1_R_We
4		2		K		0		0		5		8		0		0		0		0		-		->		p1_R_We
4		2		K		0		0		6		0		0		0		0		0		-		->		p1_R_W
4		2		K		0		0		6		0		1		0		0		0		-		->		p1_R_W
4		2		K		0		0		6		0		2		0		0		0		-		->		p1_R_W
4		2		K		0		0		6		0		3		0		0		0		-		->		p1_R_He
4		2		K		0		0		6		0		4		0		0		0		-		->		p1_R_He
4		2		K		0		0		6		0		5		0		0		0		-		->		p1_R_He
4		2		K		0		0		6		0		6		0		0		0		-		->		p1_R_W
4		2		K		0		0		6		0		7		0		0		0		-		->		p1_R_W
4		2		K		0		0		6		0		8		0		0		0		-		->		p1_R_H
4		2		K		0		0		6		0		9		0		0		0		-		->		p1_R_W
4		2		K		0		0		6		0		10	0		0		0		-		->		p1_R_W
4		2		K		0		0		7		0		0		0		0		0		-		->		p1_R_W
4		2		K		0		0		7		0		1		0		0		0		-		->		p1_R_He
4		2		K		0		0		7		0		2		0		0		0		-		->		p1_R_He
4		2		K		0		0		7		0		3		0		0		0		-		->		p1_R_He
4		2		K		0		0		7		0		4		0		0		0		-		->		p1_R_He
4		2		K		0		0		7		0		5		0		0		0		-		->		p1_R_He
4		2		K		0		0		7		0		6		0		0		0		-		->		p1_R_W
4		2		K		0		0		7		0		7		0		0		0		-		->		p1_R_H
4		2		K		0		0		7		0		8		0		0		0		-		->		p1_R_H
4		2		K		0		0		7		0		9		0		0		0		-		->		p1_R_H
4		2		K		0		0		7		0		10	0		0		0		-		->		p1_R_W
4		2		K		0		0		8		0		0		0		0		0		-		->		p1_R_W
4		2		K		0		0		8		0		0		0		0		1		-		->		p1_R_Ge
4		2		K		0		0		8		0		0		0		0		4		-		->		p1_R_Ge
4		2		K		0		0		8		0		0		0		0		5		-		->		p1_R_Ge
4		2		K		0		0		8		0		0		0		0		8		-		->		p1_R_G
4		2		K		0		0		8		0		0		0		2		0		-		->		p1_R_Be
4		2		K		0		0		8		0		0		0		3		0		-		->		p1_R_Be
4		2		K		0		0		8		0		0		0		4		0		-		->		p1_R_Be
4		2		K		0		0		8		0		0		0		6		0		-		->		p1_R_W
4		2		K		0		0		8		0		0		0		7		0		-		->		p1_R_W
4		2		K		0		0		8		0		0		0		10	0		-		->		p1_R_B
4		2		K		0		0		8		0		0		3		0		0		-		->		p1_R_Me
4		2		K		0		0		8		0		0		4		0		0		-		->		p1_R_Me
4		2		K		0		0		8		0		0		7		0		0		-		->		p1_R_M
4		2		K		0		0		8		0		1		0		0		0		-		->		p1_R_He
4		2		K		0		0		8		0		2		0		0		0		-		->		p1_R_He
4		2		K		0		0		8		0		3		0		0		0		-		->		p1_R_He
4		2		K		0		0		8		0		4		0		0		0		-		->		p1_R_He
4		2		K		0		0		8		0		5		0		0		0		-		->		p1_R_He
4		2		K		0		0		8		0		6		0		0		0		-		->		p1_R_W
4		2		K		0		0		8		0		7		0		0		0		-		->		p1_R_H
4		2		K		0		0		8		0		8		0		0		0		-		->		p1_R_H
4		2		K		0		0		8		0		9		0		0		0		-		->		p1_R_W
4		2		K		0		0		8		0		10	0		0		0		-		->		p1_R_W
4		2		K		0		0		8		1		0		0		0		0		-		->		p1_R_Re
4		2		K		0		0		8		4		0		0		0		0		-		->		p1_R_Re
4		2		K		0		0		8		5		0		0		0		0		-		->		p1_R_Re
4		2		K		0		0		8		8		0		0		0		0		-		->		p1_R_W
4		2		K		0		1		1		0		0		0		0		0		-		->		p1_R_Ae
4		2		K		0		1		4		0		0		0		0		0		-		->		p1_R_Ae
4		2		K		0		1		5		0		0		0		0		0		-		->		p1_R_We
4		2		K		0		1		8		0		0		0		0		0		-		->		p1_R_Ae
4		2		K		0		4		1		0		0		0		0		0		-		->		p1_R_Ae
4		2		K		0		4		4		0		0		0		0		0		-		->		p1_R_Ae
4		2		K		0		4		5		0		0		0		0		0		-		->		p1_R_We
4		2		K		0		4		8		0		0		0		0		0		-		->		p1_R_Ae
4		2		K		0		5		1		0		0		0		0		0		-		->		p1_R_Ae
4		2		K		0		5		4		0		0		0		0		0		-		->		p1_R_Ae
4		2		K		0		5		5		0		0		0		0		0		-		->		p1_R_Ae
4		2		K		0		5		8		0		0		0		0		0		-		->		p1_R_Ae
4		2		K		0		8		1		0		0		0		0		0		-		->		p1_R_We
4		2		K		0		8		4		0		0		0		0		0		-		->		p1_R_We
4		2		K		0		8		5		0		0		0		0		0		-		->		p1_R_We
4		2		K		0		8		8		0		0		0		0		0		-		->		p1_R_A
4		2		K		2		0		1		0		0		0		0		0		-		->		p1_R_We
4		2		K		2		0		4		0		0		0		0		0		-		->		p1_R_We
4		2		K		2		0		5		0		0		0		0		0		-		->		p1_R_We
4		2		K		2		0		8		0		0		0		0		0		-		->		p1_R_Ke
4		2		K		3		0		1		0		0		0		0		0		-		->		p1_R_We
4		2		K		3		0		4		0		0		0		0		0		-		->		p1_R_We
4		2		K		3		0		5		0		0		0		0		0		-		->		p1_R_We
4		2		K		3		0		8		0		0		0		0		0		-		->		p1_R_Ke
4		2		K		4		0		1		0		0		0		0		0		-		->		p1_R_We
4		2		K		4		0		4		0		0		0		0		0		-		->		p1_R_We
4		2		K		4		0		5		0		0		0		0		0		-		->		p1_R_We
4		2		K		4		0		8		0		0		0		0		0		-		->		p1_R_Ke
4		2		K		6		0		1		0		0		0		0		0		-		->		p1_R_We
4		2		K		6		0		4		0		0		0		0		0		-		->		p1_R_We
4		2		K		6		0		5		0		0		0		0		0		-		->		p1_R_We
4		2		K		6		0		8		0		0		0		0		0		-		->		p1_R_K
4		2		K		7		0		1		0		0		0		0		0		-		->		p1_R_We
4		2		K		7		0		4		0		0		0		0		0		-		->		p1_R_We
4		2		K		7		0		5		0		0		0		0		0		-		->		p1_R_We
4		2		K		7		0		8		0		0		0		0		0		-		->		p1_R_K
4		2		K		10	0		1		0		0		0		0		0		-		->		p1_R_We
4		2		K		10	0		4		0		0		0		0		0		-		->		p1_R_We
4		2		K		10	0		5		0		0		0		0		0		-		->		p1_R_We
4		2		K		10	0		8		0		0		0		0		0		-		->		p1_R_W
4		2		R		0		0		1		0		0		0		0		0		-		->		p1_K_W
4		2		R		0		0		1		0		0		0		0		1		-		->		p1_K_W
4		2		R		0		0		1		0		0		0		0		4		-		->		p1_K_W
4		2		R		0		0		1		0		0		0		0		5		-		->		p1_K_W
4		2		R		0		0		1		0		0		0		0		8		-		->		p1_K_W
4		2		R		0		0		1		0		0		0		2		0		-		->		p1_K_W
4		2		R		0		0		1		0		0		0		3		0		-		->		p1_K_W
4		2		R		0		0		1		0		0		0		4		0		-		->		p1_K_W
4		2		R		0		0		1		0		0		0		6		0		-		->		p1_K_W
4		2		R		0		0		1		0		0		0		7		0		-		->		p1_K_W
4		2		R		0		0		1		0		0		0		10	0		-		->		p1_K_W
4		2		R		0		0		1		0		0		3		0		0		-		->		p1_K_M
4		2		R		0		0		1		0		0		4		0		0		-		->		p1_K_M
4		2		R		0		0		1		0		0		7		0		0		-		->		p1_K_W
4		2		R		0		0		1		0		1		0		0		0		-		->		p1_K_W
4		2		R		0		0		1		0		2		0		0		0		-		->		p1_K_W
4		2		R		0		0		1		0		3		0		0		0		-		->		p1_K_H
4		2		R		0		0		1		0		4		0		0		0		-		->		p1_K_H
4		2		R		0		0		1		0		5		0		0		0		-		->		p1_K_W
4		2		R		0		0		1		0		6		0		0		0		-		->		p1_K_W
4		2		R		0		0		1		0		7		0		0		0		-		->		p1_K_H
4		2		R		0		0		1		0		8		0		0		0		-		->		p1_K_H
4		2		R		0		0		1		0		9		0		0		0		-		->		p1_K_H
4		2		R		0		0		1		0		10	0		0		0		-		->		p1_K_H
4		2		R		0		0		1		1		0		0		0		0		-		->		p1_K_W
4		2		R		0		0		1		4		0		0		0		0		-		->		p1_K_W
4		2		R		0		0		1		5		0		0		0		0		-		->		p1_K_W
4		2		R		0		0		1		8		0		0		0		0		-		->		p1_K_W
4		2		R		0		0		2		0		0		0		0		0		-		->		p1_K_W
4		2		R		0		0		2		0		1		0		0		0		-		->		p1_K_W
4		2		R		0		0		2		0		2		0		0		0		-		->		p1_K_W
4		2		R		0		0		2		0		3		0		0		0		-		->		p1_K_H
4		2		R		0		0		2		0		4		0		0		0		-		->		p1_K_H
4		2		R		0		0		2		0		5		0		0		0		-		->		p1_K_W
4		2		R		0		0		2		0		6		0		0		0		-		->		p1_K_W
4		2		R		0		0		2		0		7		0		0		0		-		->		p1_K_H
4		2		R		0		0		2		0		8		0		0		0		-		->		p1_K_H
4		2		R		0		0		2		0		9		0		0		0		-		->		p1_K_H
4		2		R		0		0		2		0		10	0		0		0		-		->		p1_K_H
4		2		R		0		0		3		0		0		0		0		0		-		->		p1_K_W
4		2		R		0		0		3		0		1		0		0		0		-		->		p1_K_W
4		2		R		0		0		3		0		2		0		0		0		-		->		p1_K_W
4		2		R		0		0		3		0		3		0		0		0		-		->		p1_K_H
4		2		R		0		0		3		0		4		0		0		0		-		->		p1_K_H
4		2		R		0		0		3		0		5		0		0		0		-		->		p1_K_W
4		2		R		0		0		3		0		6		0		0		0		-		->		p1_K_W
4		2		R		0		0		3		0		7		0		0		0		-		->		p1_K_H
4		2		R		0		0		3		0		8		0		0		0		-		->		p1_K_H
4		2		R		0		0		3		0		9		0		0		0		-		->		p1_K_H
4		2		R		0		0		3		0		10	0		0		0		-		->		p1_K_H
4		2		R		0		0		4		0		0		0		0		0		-		->		p1_K_W
4		2		R		0		0		4		0		0		0		0		1		-		->		p1_K_W
4		2		R		0		0		4		0		0		0		0		4		-		->		p1_K_W
4		2		R		0		0		4		0		0		0		0		5		-		->		p1_K_W
4		2		R		0		0		4		0		0		0		0		8		-		->		p1_K_W
4		2		R		0		0		4		0		0		0		2		0		-		->		p1_K_W
4		2		R		0		0		4		0		0		0		3		0		-		->		p1_K_W
4		2		R		0		0		4		0		0		0		4		0		-		->		p1_K_W
4		2		R		0		0		4		0		0		0		6		0		-		->		p1_K_W
4		2		R		0		0		4		0		0		0		7		0		-		->		p1_K_W
4		2		R		0		0		4		0		0		0		10	0		-		->		p1_K_W
4		2		R		0		0		4		0		0		3		0		0		-		->		p1_K_M
4		2		R		0		0		4		0		0		4		0		0		-		->		p1_K_M
4		2		R		0		0		4		0		0		7		0		0		-		->		p1_K_W
4		2		R		0		0		4		0		1		0		0		0		-		->		p1_K_W
4		2		R		0		0		4		0		2		0		0		0		-		->		p1_K_W
4		2		R		0		0		4		0		3		0		0		0		-		->		p1_K_H
4		2		R		0		0		4		0		4		0		0		0		-		->		p1_K_H
4		2		R		0		0		4		0		5		0		0		0		-		->		p1_K_W
4		2		R		0		0		4		0		6		0		0		0		-		->		p1_K_W
4		2		R		0		0		4		0		7		0		0		0		-		->		p1_K_W
4		2		R		0		0		4		0		8		0		0		0		-		->		p1_K_W
4		2		R		0		0		4		0		9		0		0		0		-		->		p1_K_W
4		2		R		0		0		4		0		10	0		0		0		-		->		p1_K_W
4		2		R		0		0		4		1		0		0		0		0		-		->		p1_K_W
4		2		R		0		0		4		4		0		0		0		0		-		->		p1_K_W
4		2		R		0		0		4		5		0		0		0		0		-		->		p1_K_W
4		2		R		0		0		4		8		0		0		0		0		-		->		p1_K_W
4		2		R		0		0		5		0		0		0		0		0		-		->		p1_K_W
4		2		R		0		0		5		0		0		0		0		1		-		->		p1_K_G
4		2		R		0		0		5		0		0		0		0		4		-		->		p1_K_G
4		2		R		0		0		5		0		0		0		0		5		-		->		p1_K_G
4		2		R		0		0		5		0		0		0		0		8		-		->		p1_K_G
4		2		R		0		0		5		0		0		0		2		0		-		->		p1_K_B
4		2		R		0		0		5		0		0		0		3		0		-		->		p1_K_B
4		2		R		0		0		5		0		0		0		4		0		-		->		p1_K_B
4		2		R		0		0		5		0		0		0		6		0		-		->		p1_K_B
4		2		R		0		0		5		0		0		0		7		0		-		->		p1_K_B
4		2		R		0		0		5		0		0		0		10	0		-		->		p1_K_B
4		2		R		0		0		5		0		0		3		0		0		-		->		p1_K_W
4		2		R		0		0		5		0		0		4		0		0		-		->		p1_K_W
4		2		R		0		0		5		0		0		7		0		0		-		->		p1_K_M
4		2		R		0		0		5		0		1		0		0		0		-		->		p1_K_W
4		2		R		0		0		5		0		2		0		0		0		-		->		p1_K_W
4		2		R		0		0		5		0		3		0		0		0		-		->		p1_K_H
4		2		R		0		0		5		0		4		0		0		0		-		->		p1_K_H
4		2		R		0		0		5		0		5		0		0		0		-		->		p1_K_W
4		2		R		0		0		5		0		6		0		0		0		-		->		p1_K_H
4		2		R		0		0		5		0		7		0		0		0		-		->		p1_K_H
4		2		R		0		0		5		0		8		0		0		0		-		->		p1_K_H
4		2		R		0		0		5		0		9		0		0		0		-		->		p1_K_H
4		2		R		0		0		5		0		10	0		0		0		-		->		p1_K_H
4		2		R		0		0		5		1		0		0		0		0		-		->		p1_K_R
4		2		R		0		0		5		4		0		0		0		0		-		->		p1_K_R
4		2		R		0		0		5		5		0		0		0		0		-		->		p1_K_R
4		2		R		0		0		5		8		0		0		0		0		-		->		p1_K_R
4		2		R		0		0		6		0		0		0		0		0		-		->		p1_K_W
4		2		R		0		0		6		0		1		0		0		0		-		->		p1_K_W
4		2		R		0		0		6		0		2		0		0		0		-		->		p1_K_W
4		2		R		0		0		6		0		3		0		0		0		-		->		p1_K_H
4		2		R		0		0		6		0		4		0		0		0		-		->		p1_K_H
4		2		R		0		0		6		0		5		0		0		0		-		->		p1_K_W
4		2		R		0		0		6		0		6		0		0		0		-		->		p1_K_W
4		2		R		0		0		6		0		7		0		0		0		-		->		p1_K_H
4		2		R		0		0		6		0		8		0		0		0		-		->		p1_K_H
4		2		R		0		0		6		0		9		0		0		0		-		->		p1_K_H
4		2		R		0		0		6		0		10	0		0		0		-		->		p1_K_W
4		2		R		0		0		7		0		0		0		0		0		-		->		p1_K_W
4		2		R		0		0		7		0		1		0		0		0		-		->		p1_K_W
4		2		R		0		0		7		0		2		0		0		0		-		->		p1_K_W
4		2		R		0		0		7		0		3		0		0		0		-		->		p1_K_H
4		2		R		0		0		7		0		4		0		0		0		-		->		p1_K_H
4		2		R		0		0		7		0		5		0		0		0		-		->		p1_K_W
4		2		R		0		0		7		0		6		0		0		0		-		->		p1_K_W
4		2		R		0		0		7		0		7		0		0		0		-		->		p1_K_H
4		2		R		0		0		7		0		8		0		0		0		-		->		p1_K_H
4		2		R		0		0		7		0		9		0		0		0		-		->		p1_K_H
4		2		R		0		0		7		0		10	0		0		0		-		->		p1_K_W
4		2		R		0		0		8		0		0		0		0		0		-		->		p1_K_W
4		2		R		0		0		8		0		0		0		0		1		-		->		p1_K_W
4		2		R		0		0		8		0		0		0		0		4		-		->		p1_K_W
4		2		R		0		0		8		0		0		0		0		5		-		->		p1_K_W
4		2		R		0		0		8		0		0		0		0		8		-		->		p1_K_G
4		2		R		0		0		8		0		0		0		2		0		-		->		p1_K_W
4		2		R		0		0		8		0		0		0		3		0		-		->		p1_K_W
4		2		R		0		0		8		0		0		0		4		0		-		->		p1_K_W
4		2		R		0		0		8		0		0		0		6		0		-		->		p1_K_W
4		2		R		0		0		8		0		0		0		7		0		-		->		p1_K_W
4		2		R		0		0		8		0		0		0		10	0		-		->		p1_K_W
4		2		R		0		0		8		0		0		3		0		0		-		->		p1_K_W
